,Image,Base Generation,Fine-tuned Generation
48,2cbced73-586b-44fe-acdd-2a2f99766bd4.jpg,"{
  ""category_name"": ""Floral Arch"",
  ""description"": ""A large, rectangular arch adorned with pink and white flowers. The arch is approximately 10 feet tall and 8 feet wide. It features a variety of flowers, including roses and carnations, arranged in a cascading manner. The arch is supported by a white platform at the base. The background includes a white curtain with small, decorative elements. The arch is set against a backdrop of a blue and gold carpet.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 1 Arch with Flowers\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
49,1a8ad360-8785-4a5d-9108-5f4109a20fd2.png,"{
  ""category_name"": ""Floral Arch"",
  ""description"": ""A large, rectangular wooden arch decorated with a variety of flowers and greenery. The arch is supported by two copper poles. The arch is adorned with pink and white flowers, green leaves, and some white flowers. The arch is placed in front of a black wall with a wooden floor. The arch is used for a bridal shower event on May 19, 2019, for Emily.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 1 Arch with Standee\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
50,fb504070-fa9c-42ae-a857-149800ba9fab.jpg,"{
  ""category_name"": ""Wedding Arch"",
  ""description"": ""A wedding arch decorated with white and pink drapes, hanging crystals, and floral arrangements. The arch includes a white carpet leading up to it, with a wooden bench and a staircase in the background. The arch is adorned with a variety of flowers in shades of white, pink, and purple. There are three lanterns placed on the left side of the arch, and a white box with a floral design is placed on the right side. The arch is set up outdoors, under a canopy.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 2 Standees, 2 Lanterns, 2 Lanterns with Candles\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
51,0a875a5e-fbc3-4705-bda2-1139ce9969ec.jpg,"{
  ""category_name"": ""Chair Decor"",
  ""description"": ""Rows of gold-colored Chiavari chairs adorned with red fabric drapes, white cushions, and floral arrangements. Each chair has a small platform at the back, which is not included in the decor. The floral arrangements consist of white roses and green foliage. The chairs are arranged in a grid pattern, with each row containing multiple chairs.""
}<|im_end|>","{'category_name': 'Chair Decor', 'description': 'Chair Decor'}<|im_end|>"
52,fae5137a-8b06-4be1-985b-27e4ca574983.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding stage setup featuring a white sofa adorned with tufted upholstery, surrounded by three floral arches. The arches are decorated with white and pink flowers, green foliage, and white metal frames. The stage is elevated on a white platform, and the background consists of white curtains. The sofa has two matching pillows, and the floral arrangements are symmetrical on either side of the sofa.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': 'No description available'}<|im_end|>"
53,0dc1f9c2-3a3a-44a8-a5f1-571b4468bf91.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""A large, vertical floral arrangement made of yellow and white flowers, with a total of 12 hanging tassels. The flowers are arranged in a cascading pattern, covering the entire backdrop. The arrangement is placed on a yellow platform (3) and is accompanied by two smaller floral arrangements on either side.""
}<|im_end|>","{'category_name': 'Backdrop', 'description': 'No description available'}<|im_end|>"
54,0ee81b00-a545-41f7-ae10-94dde8bf424f.jpg,"{
  ""category_name"": ""Backdrop"",
  ""description"": ""A large, elegant backdrop made of draped white and light pink fabric. The backdrop features a series of vertical and horizontal drapes, creating a layered and luxurious appearance. The backdrop also includes floral arrangements at the top, adding a touch of natural beauty. The backdrop is illuminated by soft lighting, enhancing its romantic and sophisticated ambiance. The backdrop is designed to create a stunning visual effect for events such as weddings or formal gatherings.""
}<|im_end|>","{'category_name': 'Backdrop', 'description': 'No description available'}<|im_end|>"
55,ff9c82da-124c-400c-a5eb-8eba840128e3.png,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding altar decorated with orange marigold garlands, white and orange flowers, and green foliage. The altar is supported by two large, ornate pillars. The area in front of the altar is adorned with a white platform and two white chairs. The floor is covered with orange flowers and green foliage. There are small decorative items placed on the altar and around the area.""
}<|im_end|>","{'category_name': 'Mantap', 'description': ""Mandap Size- 12' x 12' (w x h)\nFlower ratio - 100% Real\nIncluded - 2 Sofa Seating\nExcluded - All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
56,2b3e0f86-3db8-4d15-952b-2dad70cbb75c.jpg,"{
  ""category_name"": ""Floral Arrangement"",
  ""description"": ""A floral arrangement consisting of white and light pink flowers, including roses and orchids, with green leaves. The arrangement is placed on a wooden stand and is positioned in front of a signboard. The flowers are arranged in a cascading manner, covering the stand and extending outward. The arrangement is approximately 3 feet in height and 2 feet in width.""
}<|im_end|>","{'category_name': 'Welcome Board Decor', 'description': ""Board Size- 2' x 3' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 1 Standee with flowers\nExcluded- All other Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
57,fb52114e-bccc-412c-babc-766d0fb5b049.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""Yellow marigold garlands hanging from a tree branch, creating a vibrant and festive atmosphere. Each garland is approximately 2 meters long and made of twisted marigold flowers. The garlands are arranged in a spiral pattern, with a total of 6 garlands visible in the image. The tree branch is natural and brown, providing a rustic contrast to the bright yellow flowers. The background includes a traditional building with a tiled roof and a stone pathway, suggesting an outdoor setting, possibly for a cultural or religious event.""
}<|im_end|>","{'category_name': 'Hanging Decor', 'description': 'Price per set (set of 2)\nFlower ratio - 100% Real\nIncluded - 2 Spiral Hanging Decor with Flowers\nExcluded - All other Props & Accessories\n*Please Note- Prices are subject to size, quantity, flower, fabric, and accessories used.'}<|im_end|>"
58,02a1557e-7730-48d5-8144-e9e55c6b47c3.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""A wedding welcome sign decorated with a wooden easel, pink paper, gold script, and floral arrangements. The floral arrangements include white and pink roses, white flowers, and green leaves. The sign is adorned with a gold frame and is placed on a wooden floor. The floral decorations are symmetrically arranged on both sides of the sign. The sign is set against a beige wall with a white door in the background.""
}<|im_end|>","{'category_name': 'Welcome Board Decor', 'description': ""Board size- 2' x 3' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 1 Standee\nExcluded- All other Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
59,0e29d30e-c562-4cf3-b941-49bb8d07f8c2.jpg,"{
  ""category_name"": ""Umbrella Decor"",
  ""description"": ""Six orange umbrellas with white lace trim are suspended from a tree. Each umbrella is connected to the tree by a pink ribbon. The umbrellas are arranged in a circular pattern around the tree. The tree itself is decorated with long yellow garlands hanging from its branches. The umbrellas are made of fabric and appear to be lightweight. The garlands are made of yellow flowers and are of medium length. The scene is set outdoors with a wooden bench and pink cushions in the foreground.""
}<|im_end|>","{'category_name': 'Hanging Decor', 'description': 'Price per set of 3\nFlower ratio - 100% Real\nIncluded - 3 Hanging Decor with Flowers\nExcluded- All other Props & Accessories\n*Please Note- Prices are subject to size, quantity, flower, fabric, and accessories used.'}<|im_end|>"
60,fa1cfd3d-48e3-460d-8f19-24279632b59f.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A bohemian-style teepee made of white macrame with tassels, placed on a large, intricately patterned rug. The teepee is surrounded by wooden crates, leather poufs, and dried pampas grass arrangements. Candles are placed on the crates, adding a warm glow to the setting. The teepee is set up in a forested area, surrounded by natural elements.""
}<|im_end|>","{'category_name': 'Mantap', 'description': 'Mandap Size- 12ft x 10ft\nIncluded- 100% Real Flowers\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.'}<|im_end|>"
61,1eb756e7-2c60-4405-bc91-8c7638a6761e.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""The floral decor includes two floral arrangements, one on the top left and one on the bottom right of the sign. Each arrangement consists of a variety of flowers such as roses, daisies, and other colorful blooms. The flowers are arranged in a loose, natural style, and the arrangements are attached to the sign with floral clips. The floral decor adds a vibrant and welcoming touch to the sign.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 2 Standees\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
62,2bb448a5-b5b2-4be4-b114-9c113c4f949e.png,"{
  ""category_name"": ""Entrance Decor"",
  ""description"": ""The entrance is decorated with a floral archway made of pink and green flowers. There are three chandeliers hanging from the ceiling, each with crystal pendants. The doors are wooden with a textured pattern. The floor is wooden with a light finish. There are two large flower arrangements on either side of the entrance. The overall theme is elegant and floral.""
}<|im_end|>","{'category_name': 'Entrance Decor', 'description': 'Entrance Decor'}<|im_end|>"
63,0c13bb4a-72c2-4c04-935f-22a7ae58734a.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""A series of orange marigold garlands (10) are draped over a wooden handrail, each adorned with small bells at the end. The garlands are made of fresh marigold flowers and are arranged in a cascading manner. The bells are made of metal and are attached to the garlands at regular intervals. The garlands are approximately 1 meter in length and are hung at intervals of 20 cm along the handrail. The handrail is made of wood and has a black metal railing behind it. The wall behind the handrail is made of stone.""
}<|im_end|>","{'category_name': 'Staircase Rail Decor', 'description': 'Flower ratio - 100% Real\nIncluded - 10 Strings of Flowers\nExcluded - All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.'}<|im_end|>"
64,f1145015-f110-4da1-ada5-ebacf167761e.jpg,"{
  ""category_name"": ""Backdrop"",
  ""description"": ""A large, white curtain with string lights and greenery hanging from the top. The backdrop is illuminated by warm, yellow lights. The curtain is 10 feet wide and 8 feet tall. The string lights are evenly spaced and create a soft, glowing effect. The greenery is attached to the curtain and adds a natural touch to the backdrop. The backdrop is set against a wooden floor and a brown leather sofa is placed in front of it.""
}<|im_end|>","{'category_name': 'Backdrop', 'description': 'No description available'}<|im_end|>"
65,1e787427-d074-4cc7-a414-295cd04dc85f.jpg,"{
  ""category_name"": ""Floral Arrangement"",
  ""description"": ""A single mason jar filled with baby's breath flowers and eucalyptus leaves, hanging from a shepherd's hook. The jar is made of clear glass and measures approximately 6 inches in height. The arrangement is placed on a white folding chair, and the shepherd's hook is black metal. The background includes additional floral arrangements and white folding chairs.""
}<|im_end|>","{'category_name': 'Chair Decor', 'description': 'Included- Chair Decor Per Chair\nFlower ratio - 100% Real\nExcluded- Chair\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.'}<|im_end|>"
66,0cde64d0-5f7e-4763-a6c4-1566c8c40662.jpg,"{
  ""category_name"": ""Archway"",
  ""description"": ""A large, pink fabric archway adorned with white and purple flowers on both sides. The archway is supported by wooden posts and is set against a natural backdrop. The archway is approximately 10 feet wide and 8 feet tall. The fabric is lightweight and appears to be made of a sheer material. The flowers are fresh and add a vibrant touch to the archway. The archway is set up outdoors, and there is a red carpet leading up to it. The archway is the main decorative element in the image.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 2 Standees\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
67,f1658ab0-dfd8-4fed-bdc6-43a86cc7c911.jpg,"{
  ""category_name"": ""Floral Arrangement"",
  ""description"": ""A large, round, golden vase containing a lush, white and green floral arrangement. The vase is placed on a glass table. The arrangement includes long-stemmed flowers with white petals and green leaves. The vase is metallic and has a shiny, reflective surface. The table is made of glass with a reflective surface, and the background features a brown couch with a patterned throw pillow.""
}<|im_end|>","{'category_name': 'Table Top Decor', 'description': 'Flower Arrangement'}<|im_end|>"
68,1cf4357b-3dbe-4df2-b00c-d1b7976b5fdd.jpg,"{
  ""category_name"": ""Signage"",
  ""description"": ""A wooden sign with a rustic design, measuring approximately 24 inches by 18 inches. The sign is mounted on a metal stand and features a message for the bride and groom. The sign includes a bucket with tags for guests to write down their wishes or ideas. The tags are attached to the bucket with string, and the bucket is made of metal. The sign and bucket are placed on a grassy area.""
}<|im_end|>","{'category_name': 'Welcome Board Decor', 'description': 'No description available'}<|im_end|>"
69,2cbdec4e-754b-4aff-821d-84303f1d3895.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding mandap decorated with white and pink flowers, green leaves, and white drapes. The mandap features three ornate pillars, each with a floral garland. There are three wooden chairs in front of the mandap, and a platform is visible in the background. The mandap is set up outdoors with natural light and greenery surrounding it.""
}<|im_end|>","{'category_name': 'Mantap', 'description': ""Mandap Size- 12' x 10' x 12' (w x h x l)\nFlower ratio - 50% Ar/N\nIncluded - 4 Pillars, 4 Chairs, 4 Flower Vases, 2 Lanterns, 2 Lantern Standees\nExcluded - Platform, Lights, Furniture, and all other Props & Accessories""}<|im_end|>"
70,2b07f959-5bf7-4742-b746-53b74dcfefa3.jpg,"{
  ""category_name"": ""Floral Archway"",
  ""description"": ""A decorative archway adorned with purple and pink flowers, including roses and other blooming plants. The archway is supported by a wooden frame and is complemented by hanging lanterns. The archway is approximately 10 feet tall and 6 feet wide. The flowers are fresh and vibrant, with a mix of purple and pink hues. The archway is set against a natural backdrop of trees and greenery.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 1 Arch with Flowers\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
71,0e898170-dd17-46b1-9dcf-25d87bb22c2b.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A decorative signboard with a light blue background featuring gold and yellow floral patterns. The signboard includes text welcoming guests to an engagement event. The signboard is accompanied by a golden lotus flower and a golden vase with marigold flowers. The dimensions of the signboard are not specified."",
  ""item_count"": ""1"",
  ""details"": ""The signboard is made of a light blue material with gold and yellow floral patterns. The text on the signboard is in black. The golden lotus flower and the golden vase with marigold flowers are placed in front of the signboard.""
}<|im_end|>","{'category_name': 'Welcome Board Decor', 'description': 'No description available'}<|im_end|>"
72,1e6d41b8-09a0-4074-b789-b5af6e7b43ce.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""A set of three floral garlands made of small white flowers and pink roses, arranged in a vertical pattern. Each garland is approximately 1 meter in length and 10 centimeters in width. The garlands are placed on a large green leaf, which is not included in the set.""
}<|im_end|>","{'category_name': 'L - Backdrop', 'description': 'Flower ratio - 100% Real\nIncluded - 100% Real Flowers\nExcluded - All other Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.'}<|im_end|>"
73,fb7a5bcf-576f-41d7-a842-f34af7681f87.png,"{
  ""category_name"": ""Table Setting"",
  ""description"": ""The table setting includes round tables covered with white tablecloths. Each table is accompanied by gold chairs with white cushions. There are small flower arrangements on the tables, and yellow ribbons are tied to the chairs. The setting is outdoors, with grass visible in the background.""
}<|im_end|>","{'category_name': 'Table Top Decor', 'description': 'Included- 1 Floral Arrangement\nFlower Ratio - 100% Real\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, quantity, flower, fabric, and accessories used.'}<|im_end|>"
74,2ab154ca-9a9f-4a9d-9cd2-d3a46071c529.jpg,"{
  ""category_name"": ""Floral Arrangement"",
  ""description"": ""A large, colorful floral arrangement featuring a variety of flowers including roses in shades of pink, orange, and white. The arrangement is placed at the base of a signboard, and it appears to be part of a wedding decoration. The flowers are arranged in a circular pattern, creating a lush and vibrant display. The arrangement is approximately 3 feet in diameter and is made from fresh flowers and greenery.""
}<|im_end|>","{'category_name': 'Entrance Decor', 'description': 'Entrance Decor'}<|im_end|>"
75,001e9ebd-03ba-48ed-bd86-d76a0312212a.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding altar decorated with bright yellow fabric, floral arrangements, and hanging decorations. Includes two wooden chairs, a platform with a golden base, and a variety of cushions and pillows. The setup is outdoors with a clear blue sky and greenery in the background."",
  ""items"": {
    ""fabric"": {
      ""count"": 4,
      ""color"": ""yellow"",
      ""material"": ""cloth"",
      ""dimensions"": ""varied lengths and widths""
    },
    ""floral arrangements"": {
      ""count"": 2,
      ""flowers"": ""sunflowers, white roses"",
      ""material"": ""flowers, greenery""
    },
    ""hanging decorations"": {
      ""count"": 12,
      ""material"": ""beads, strings""
    },
    ""wooden chairs"": {
      ""count"": 2,
      ""material"": ""wood""
    },
    ""platform"": {
      ""material"": ""wood, golden base""
    },
    ""cushions and pillows"": {
      ""count"": 10,
      ""material"": ""fabric"",
      ""colors"": ""yellow, golden""
    }
  }
}<|im_end|>","{'category_name': 'Mantap', 'description': ""Mandap Size- 12' x 10' x 12' (w x h x l)\nIncluded- 100% Real Flowers\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
76,fe8367c2-be52-45ac-9ae2-441598a45e6a.jpg,"{
  ""category_name"": ""Outdoor Dining Setup"",
  ""description"": ""A series of round tables set up outdoors, each with a tablecloth, white plates, and a centerpiece of flowers. The tables are surrounded by wooden chairs and are illuminated by string lights. The setup is in a grassy area with trees in the background. The tables are arranged in a grid pattern, with each table having a similar arrangement of items.""
}<|im_end|>","{'category_name': 'Table Top Decor', 'description': 'Included- 1 Glass Vase\nFlower ratio - 100% Real\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.'}<|im_end|>"
77,ff97b28b-03f2-412f-ae80-25ba8643a611.jpg,"{
  ""category_name"": ""Floral Arrangement"",
  ""description"": ""A glass vase containing two orange marigold flowers. The vase is filled with a yellow liquid, possibly water. The flowers are surrounded by scattered marigold petals on a white surface. The background is blurred, focusing attention on the flowers and vase.""
}<|im_end|>","{'category_name': 'Accent Decor', 'description': 'Flower Arrangement'}<|im_end|>"
78,fd63ae6b-68c2-4538-b885-f0fed919324c.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding mandap decorated with hanging white and yellow flower garlands. The mandap is supported by yellow pillars and has two wicker chairs with mustard yellow cushions. There are two small square planters with green plants on either side of the chairs. The mandap is set against a backdrop of greenery and trees.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 2 Chair Seating\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
79,0a620857-85a0-4a25-ad55-62fb15fcefd4.jpg,"{
  ""category_name"": ""Lighting"",
  ""description"": ""Multiple hanging light bulbs (10) suspended from a circular metal frame. The lights are arranged in a circular pattern, creating a warm and inviting atmosphere. The metal frame is black and appears to be made of metal. The bulbs are of varying sizes and are evenly spaced around the frame. The lighting setup is designed to provide ambient lighting for the event.""
}<|im_end|>","{'category_name': 'Backdrop & Seating', 'description': 'No description available'}<|im_end|>"
80,f398b08a-9d31-4f12-9300-684429c664ab.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""A large pile of white flowers, likely jasmine, with a sign encouraging ladies to take one and adorn their hair. The flowers are spread out on a surface, and the sign is positioned above them. The flowers appear fresh and are the main decorative element in this setting.""
}<|im_end|>","{'category_name': 'Mantap', 'description': 'Mandap Size- 12W x 12H x 10L Feet\nIncluded- 100% Real Flowers\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.'}<|im_end|>"
81,0a020c3f-26dc-4a74-a54f-8c81ef4baeab.jpg,"{
  ""category_name"": ""Decorative Stage"",
  ""description"": ""A grand stage setup with a yellow curtain backdrop, a purple velvet sofa, and multiple chandeliers. The stage is adorned with green foliage and white flowers. There are three chandeliers, each with multiple arms and hanging crystals. The stage also features a platform, which is not included in the description. The stage is set up for a formal event, possibly a wedding or a reception.""
}<|im_end|>","{'category_name': 'Mantap', 'description': ""Mandap Size- 12' x 10' x 12' (w x h x l)\nIncluded- 1 Sofa Seating\nIncluded- 10 Chandeliers, 10 Floral Decorations\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
82,fea5ad20-c2a4-4664-8b7d-dff4e9029512.jpg,"{
  ""category_name"": ""Floral Arrangement"",
  ""description"": ""A vibrant display of marigold flowers arranged in a circular pattern. The flowers are in various shades of orange, pink, and red. The arrangement is placed in a gold-colored bowl. (3 instances)""
}<|im_end|>","{'category_name': 'Accent Decor', 'description': 'Flower Arrangement'}<|im_end|>"
83,1fea530e-76ac-41f3-84a6-653f97d8edbd.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding canopy decorated with red and gold fabric, white and yellow flowers, and golden bells. The canopy is supported by four golden pillars. The platform is covered with a green carpet and includes a small altar with offerings. The canopy is surrounded by blue rope barriers and is set against a backdrop of greenery.""
}<|im_end|>","{'category_name': 'Mantap', 'description': ""Mandap Size- 12' x 10' (w x h)\nFlower ratio - 50% Ar/N\nIncluded - 4 Standees, 2 Bells, 2 Lanterns\nExcluded - Platform, Lights, Furniture, and all other Props & Accessories""}<|im_end|>"
84,0f730cc8-75df-4f22-b500-ca0e136eda09.jpg,"{
  ""category_name"": ""Chair Decor"",
  ""description"": ""The chairs are decorated with white and pink fabric. The chairs are arranged in rows, with each chair having a white cushion and a fabric tie around the backrest. The fabric is tied in a bow at the back of each chair. There are multiple chairs visible in the image, and the fabric is of a soft, lightweight material. The chairs are placed on a carpeted floor.""
}<|im_end|>","{'category_name': 'Chair Decor', 'description': 'Chair Decor'}<|im_end|>"
85,fb625e18-912e-47b1-aa99-42ea797054bc.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding mandap with a white platform, decorated with orange and green garlands, hanging lanterns, and wooden stools. The mandap is surrounded by trees and has a platform not included in the decoration.""
}<|im_end|>","{'category_name': 'Mantap', 'description': ""Mandap Size- 12' x 12' x 12' (w x h x l)\nIncluded- 100% Real Flowers\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
86,fa85851b-246a-4501-825f-7073cb512874.jpg,"{
  ""category_name"": ""Floral Decor"",
  ""description"": ""The floral decor consists of hanging garlands made of yellow and orange flowers. Each garland is approximately 1 meter long and hangs from a yellow canopy. The garlands are made of artificial flowers and are suspended using strings. There are multiple garlands hanging in the image, creating a vibrant and festive atmosphere. The background features a natural outdoor setting with trees and mountains.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 10 Lanterns\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
87,2ac25ec0-da3e-4bb3-b1a6-b393fbe4b93c.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A large, golden structure adorned with hanging marigold garlands. The structure is supported by three tall, golden poles. The base of the structure is decorated with a large, golden lotus flower arrangement. The background features lush green palm trees. The structure is placed on a platform, which is not included in the description.""
}<|im_end|>","{'category_name': 'Entrance Arch Decor', 'description': ""Entrance Arch Size- 8' x 8' (w x h)\nFlower ratio - 50% Ar/N\nIncluded- 2 Standees\nExcluded- All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
88,fa4e2732-94db-475a-b71e-53bf48dc7019.png,"{
  ""category_name"": ""Mantap"",
  ""description"": ""Two ornate golden chairs with intricate designs on the backrest and seat. Each chair is placed on a small, rectangular, silver platform. The chairs are positioned on a red carpet, with a white curtain in the background. The platforms are not included in the description.""
}<|im_end|>","{'category_name': 'Seating', 'description': 'Chair Size: 3W x 3H x 3D (in feet)\nChair Price: 1000\nIncluded: 2 Chairs\nExcluded: All other Furniture, Props & Accessories\n*Please Note: Prices are subject to size, quantity, fabric, and flower requirements.'}<|im_end|>"
89,0b2e44c4-3751-49e1-954d-f7db2bd20254.png,"{
  ""category_name"": ""Umbrella Decor"",
  ""description"": ""A collection of colorful, patterned umbrellas arranged in a cascading manner. Each umbrella is approximately 12 inches in diameter. The umbrellas are made of fabric and have decorative elements such as lace and embroidery. The arrangement includes a total of 15 umbrellas. The platform on which the umbrellas are placed is not included in the decoration.""
}<|im_end|>","{'category_name': 'Backdrop', 'description': 'No description available'}<|im_end|>"
90,1c8e2072-6b22-41f7-a4d2-08058a234c95.jpg,"{
  ""category_name"": ""Mantap"",
  ""description"": ""A traditional Indian wedding altar decorated with golden curtains, floral garlands, and golden chairs. The mantap is set up in a spacious room with a large painting in the background. The altar includes a platform with a small fire pit, two golden chairs, and a few decorative plants. The curtains are draped elegantly, creating a grand and festive atmosphere. The floral garlands are made of various flowers, including red, yellow, and white roses. The overall color scheme is golden and white, giving a luxurious and royal feel.""
}<|im_end|>","{'category_name': 'Mantap', 'description': ""Mandap Size- 12' x 10' x 12' (w x h x l)\nFlower ratio - 50% Ar/N\nIncluded - 2 Sofa Seating, 2 Side Tables, 2 Flower Vases, 2 Flower Decorations\nExcluded - Platform, Lights, Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.""}<|im_end|>"
91,2cfc54b4-f450-4435-a1bc-a22ab1314432.png,"{
  ""category_name"": ""Wedding Decor"",
  ""description"": ""The wedding decor features a purple archway with floral arrangements and draped fabric. The archway includes a platform (not included), three vases (two clear glass and one metallic), and multiple flower arrangements (purple, white, and green). The fabric is draped in a flowing manner, creating a romantic and elegant atmosphere.""
}<|im_end|>","{'category_name': 'Arch Decor', 'description': 'Flower ratio - 100% Real\nIncluded - 2 Standees, 2 Vases, 2 Mats\nExcluded - All other Furniture, Props & Accessories\n*Please Note- Prices are subject to size, flower, fabric, and accessories used.'}<|im_end|>"
